country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
South Africa,Northern Cape,Ginaside,Cattle,Angus,Adult,Mannheimiosis (Pasteurellosis),anorexia|coughing,reduced appetite/anorexia; coughing,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-06-24,0.81,4899
Madagascar,Antananarivo,land,Goat,Boer cross,Adult,Orf (Contagious Ecthyma),scabby_lesions_mouth|lamb_kid_mortality|weight_loss,scabby mouth lesions; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2023-10-12,0.71,3394
Namibia,Otjozondjupa,port,Sheep,Katahdin,Adult,Rabies (spillover),hypersalivation|neurological_signs,hypersalivation; neurological signs / paralysis,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2022-01-31,0.93,2722
Zimbabwe,Bulawayo,ton,Sheep,Dorper,Juvenile,Blackleg,sudden_death|swollen_muscle,sudden death; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2021-10-07,0.85,4982
Namibia,Erongo,mouth,Poultry,Local scavenging,Neonate,Avian Influenza (HPAI),swelling_head|drop_in_egg_production|respiratory_signs|greenish_diarrhoea|sudden_death,swelling of head; drop in egg production,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2021-08-07,0.89,719
Comoros,Ngazidja,East Josefort,Goat,Kalahari,Adult,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss,lamb kid mortality; weight loss,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-10-30,0.76,2703
Mauritius,Plaines Wilhems,stad,Pig,Local,Neonate,African Swine Fever,high_fever|hemorrhages|anorexia|abortions|sudden_death,high fever; hemorrhages,N,Yes,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2020-08-03,0.94,2723
Zimbabwe,Mashonaland East,New Alejandrochester,Sheep,Katahdin,Juvenile,Mannheimiosis (Pasteurellosis),coughing|anorexia,coughing; reduced appetite/anorexia,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-05-02,0.88,4562
DR Congo,Kinshasa,berg,Pig,Local,Neonate,African Swine Fever,anorexia|high_fever|sudden_death,reduced appetite/anorexia; high fever,N,Yes,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2024-07-24,0.84,309
Comoros,Ngazidja,ton,Cattle,Bonsmara,Neonate,Lumpy Skin Disease,skin_nodules|lameness|fever|swollen_lymph_nodes|reduced_milk,skin nodules; lameness,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2019-11-20,0.9,1676
South Africa,North West,South Denise,Sheep,Dorper,Adult,Mastitis,reduced_milk|abnormal_milk|pain_on_palpation|swollen_udder,reduced milk yield; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2023-10-27,0.83,834
Malawi,Southern,chester,Sheep,Dorper,Adult,Parasitic Gastroenteritis,diarrhoea|poor_condition|sudden_death,diarrhoea; poor condition,N,Yes,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-07-26,0.82,367
Mozambique,Nampula,mouth,Sheep,Local,Neonate,Tick-bite toxicosis,lameness|sudden_weakness|salivation|sudden_death,lameness; sudden weakness,N,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2022-12-16,0.88,4507
Eswatini,Manzini,mouth,Poultry,Layers,Neonate,Avian Influenza (HPAI),greenish_diarrhoea|swelling_head,greenish diarrhoea; swelling of head,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2022-12-08,0.82,2079
DR Congo,Kasai,ville,Poultry,Layers,Senior,Coccidiosis,anorexia|weight_loss|dehydration|diarrhoea,reduced appetite/anorexia; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-05-31,0.82,4039
Namibia,Omusati,Forbesview,Cattle,Sanga,Neonate,Lumpy Skin Disease,fever|reduced_milk|swollen_lymph_nodes,fever; reduced milk yield,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2024-03-21,0.84,4847
Tanzania,Dar es Salaam,Williamsstad,Goat,Local,Senior,Parasitic Gastroenteritis,bottle_jaw|weight_loss|poor_condition|diarrhoea,bottle jaw; weight loss,N,Yes,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2020-12-16,0.78,4480
Mozambique,Cabo Delgado,land,Poultry,Broilers,Neonate,Coccidiosis,dehydration|weight_loss,dehydration; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-06-03,0.84,1747
Namibia,Khomas,Lindsaymouth,Goat,Local,Juvenile,Theileriosis,respiratory_distress|fever,respiratory distress; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-05-03,0.88,20
Seychelles,Inner Islands,South James,Goat,Kalahari,Senior,Tick-bite toxicosis,sudden_weakness|lameness|anemia,sudden weakness; lameness,Y,Yes,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-03-31,0.87,1323
Angola,Huíla,Sotoland,Sheep,Merino,Juvenile,Babesiosis,fever|anorexia|anemia|hemoglobinuria,fever; reduced appetite/anorexia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-12-16,0.82,3568
Botswana,North East,West Bryan,Poultry,Local scavenging,Juvenile,Avian Influenza (HPAI),greenish_diarrhoea|drop_in_egg_production|sudden_death,greenish diarrhoea; drop in egg production,N,Yes,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2022-02-07,0.86,2522
Zimbabwe,Manicaland,chester,Cattle,Bali,Juvenile,Mastitis,pain_on_palpation|swollen_udder|reduced_milk,pain on palpation; swollen udder,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-04-21,0.83,219
Seychelles,Inner Islands,fort,Sheep,Katahdin,Neonate,Anaplasmosis,fever|weakness,fever; weakness,Y,Yes,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-04-16,0.7,1488
Tanzania,Dar es Salaam,Lake Debbieport,Goat,Boer,Neonate,Mastitis,swollen_udder|abnormal_milk|reduced_milk|sudden_death,swollen udder; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-07-11,0.85,439
Mauritius,Plaines Wilhems,Jameschester,Sheep,Katahdin,Senior,Babesiosis,fever|anemia|hemoglobinuria|weakness,fever; anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2025-03-03,0.85,4175
Angola,Luanda,stad,Dog,Local,Adult,Rabies (spillover),hypersalivation|behavioural_changes|paralysis|aggression,hypersalivation; behavioural changes,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2022-10-09,0.77,2751
Zambia,Southern,stad,Sheep,Merino,Senior,Dermatophilosis,matted_hair|crusting_skin_lesions|lameness|exudative_dermatitis,matted hair; crusting skin lesions,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-05-28,0.87,3289
Madagascar,Antananarivo,Underwoodtown,Cattle,Local,Juvenile,Babesiosis,fever|hemoglobinuria|anemia,fever; red/brown urine (hemoglobinuria),Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2023-10-16,0.76,3434
Namibia,Otjozondjupa,New Billy,Sheep,Dorper,Senior,Dermatophilosis,lameness|wet_skin|matted_hair|exudative_dermatitis|crusting_skin_lesions,lameness; wet skin,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-08-16,0.86,2526
Tanzania,Arusha,stad,Goat,Boer,Neonate,Anthrax,tongue_ulcers|sudden_death|bloody_diarrhoea|swelling,tongue ulcers; sudden death,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2022-08-16,0.99,4651
Zambia,Copperbelt,furt,Cattle,Brahman,Senior,Tick-bite toxicosis,salivation|anemia,salivation; anemia,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-09-06,0.86,3689
Comoros,Ngazidja,mouth,Goat,Local,Adult,Babesiosis,anemia|fever,anemia; fever,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-09-17,0.84,2764
Tanzania,Dar es Salaam,town,Sheep,Merino,Juvenile,Anaplasmosis,fever|weight_loss,fever; weight loss,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-11-07,0.89,803
Eswatini,Manzini,view,Poultry,Indigenous,Senior,Newcastle Disease,drop_in_egg_production|respiratory_distress,drop in egg production; respiratory distress,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-10-30,0.86,2998
Madagascar,Antananarivo,berg,Poultry,Broilers,Adult,Avian Influenza (HPAI),drop_in_egg_production|sudden_death|greenish_diarrhoea,drop in egg production; sudden death,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2021-04-18,0.82,2229
Botswana,Kgatleng,bury,Sheep,Katahdin,Adult,Babesiosis,weakness|fever|hemoglobinuria|anorexia|anemia|sudden_death,weakness; fever,Y,Yes,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-03-30,0.87,4786
Zambia,Eastern,Mahoneymouth,Sheep,Dorper,Adult,Anaplasmosis,fever|weight_loss|ticks_observed,fever; weight loss,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-06-15,0.86,2078
Mozambique,Nampula,land,Sheep,Katahdin,Adult,Anthrax,fever|sudden_death|swelling|neck_edema|sudden_death,fever; sudden death,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2025-01-02,0.9,583
DR Congo,Kinshasa,haven,Sheep,Dorper,Senior,Babesiosis,anorexia|hemoglobinuria|fever|anemia,reduced appetite/anorexia; red/brown urine (hemoglobinuria),Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-07-12,0.82,204
DR Congo,Kasai,chester,Sheep,Dorper,Adult,Babesiosis,fever|anemia|anorexia,fever; anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-09-14,0.98,4347
Botswana,Kweneng,shire,Sheep,Merino,Neonate,Blackleg,swollen_muscle|severe_lameness|sudden_death,swollen muscle; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-06-01,0.76,3479
Mauritius,Plaines Wilhems,mouth,Cattle,Sanga,Senior,Babesiosis,fever|anemia|sudden_death,fever; anemia,Y,Yes,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-06-17,0.78,2930
Lesotho,Mokhotlong,South Maurice,Goat,Kalahari,Senior,Coccidiosis,weight_loss|diarrhoea|dehydration|anorexia,weight loss; diarrhoea,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-10-01,0.85,3086
